Spill #,Coordinates,Spill size,Spill Size Type,Resource needed,1st Ranking,Skimmer,Dispersant,Burning materials
o38,"(70.63114828207598, -158.272597974529)",5430,Large,271.5,ISB,0,0,257
o39,"(69.03035256138071, -94.82276525307002)",1840,Medium,92,MCR,32,0,0
o40,"(69.42589738150005, -117.38345517449997)",7090,Large,354.5,CDU,0,800,0
o41,"(61.23324144502647, -66.39771324484083)",2750,Medium,137.5,ISB,0,0,57
o42,"(70.20526723210095, -143.45507470347903)",5700,Large,285,MCR,54,0,0
o43,"(63.4618611501623, -83.8871133493362)",870,Small,43.5,ISB,0,0,7
o44,"(68.03663877377954, -112.04399809938704)",8400,Large,420,MCR,54,0,0
o45,"(67.58089452286133, -107.94493778969186)",6050,Large,302.5,MCR,54,0,0
o46,"(74.35211516052063, -90.19837219704148)",930,Small,46.5,CDU,0,100,0
o47,"(73.9533098894819, -84.66397820780995)",2340,Medium,117,CDU,0,200,0
o48,"(62.76213160269137, -69.9622534121055)",4220,Large,211,CDU,0,800,0
o49,"(69.16983336558708, -137.1909711618563)",6570,Large,328.5,ISB,0,0,257
o50,"(70.79347316566836, -122.60064198736225)",5430,Large,271.5,MCR,54,0,0
o51,"(61.295031779690376, -114.58986777481222)",8230,Large,411.5,CDU,0,800,0
o52,"(79.10568207193272, -85.69568076457762)",5260,Large,263,MCR,54,0,0
o53,"(70.14045441002439, -123.53033843705632)",9810,Large,490.5,CDU,0,800,0
o54,"(68.70553599203063, -134.23381941293684)",6430,Large,321.5,ISB,0,0,257
o55,"(69.57814395413881, -123.63714273588194)",5520,Large,276,ISB,0,0,257
o56,"(69.47676593300005, -117.55508288599998)",3230,Large,161.5,ISB,0,0,257
o57,"(71.31437035269701, -69.4633863811805)",850,Small,42.5,ISB,0,0,7
o58,"(70.11707756435888, -131.62072900213448)",620,Small,31,ISB,0,0,7
o59,"(77.3499153736386, -69.69027455288698)",9950,Large,497.5,CDU,0,800,0
o60,"(63.99531963827238, -76.21867695117875)",1090,Small,54.5,MCR,24,0,0
o61,"(70.5897855138361, -120.20613457011686)",5790,Large,289.5,ISB,0,0,257
o62,"(67.96005174954085, -110.29820330849492)",6060,Large,303,CDU,0,800,0
o63,"(79.48266733782832, -85.11285455775378)",3090,Large,154.5,MCR,54,0,0
o64,"(68.84146485450003, -135.93181928799999)",9500,Large,475,CDU,0,800,0
o65,"(73.50664632584939, -84.9442531960175)",8370,Large,418.5,ISB,0,0,257
o66,"(66.01402281810057, -66.13428184797341)",5670,Large,283.5,CDU,0,800,0
o67,"(62.443606696917364, -111.00252710256193)",5110,Large,255.5,ISB,0,0,257
o68,"(69.51718037557096, -138.17161442754)",1750,Medium,87.5,CDU,0,200,0
o69,"(68.74592688463166, -113.81078630074735)",9850,Large,492.5,CDU,0,800,0
o70,"(68.92177985598181, -81.01565157444715)",7630,Large,381.5,MCR,54,0,0
o71,"(68.90685321866324, -107.22305801736705)",710,Small,35.5,ISB,0,0,7
o72,"(71.08940153949655, -121.75580905806285)",6470,Large,323.5,ISB,0,0,257
o73,"(64.05146245505661, -77.44978608987996)",250,Small,12.5,MCR,24,0,0
o74,"(69.31371327858832, -94.53252534894514)",480,Small,24,MCR,24,0,0
o75,"(71.85665798581917, -119.85768236148976)",6750,Large,337.5,ISB,0,0,257
o76,"(68.71480928423397, -108.55260897253204)",4000,Large,200,MCR,54,0,0
o77,"(77.28026321669991, -69.57542191844341)",2100,Medium,105,CDU,0,200,0
o78,"(61.433132300613266, -63.697139433135625)",3180,Large,159,MCR,54,0,0
o79,"(70.39398583832822, -145.02156832230372)",3030,Large,151.5,MCR,54,0,0
o80,"(62.38534533059043, -91.54392333940193)",7530,Large,376.5,ISB,0,0,257
o81,"(62.320885889767744, -65.36742522113936)",3850,Large,192.5,MCR,54,0,0
o82,"(62.628366124753036, -69.90265772988599)",7810,Large,390.5,MCR,54,0,0
o83,"(69.80766220076015, -140.9624611305343)",20,Small,1,MCR,24,0,0
o84,"(62.24416395622328, -69.75069643877805)",1670,Medium,83.5,ISB,0,0,57
o85,"(67.38710856267873, -62.07480657202071)",2610,Medium,130.5,ISB,0,0,57
o86,"(69.01970338203198, -105.17880159715504)",5540,Large,277,MCR,54,0,0
o87,"(62.00729885632203, -62.82936093819682)",7330,Large,366.5,ISB,0,0,257
o88,"(69.80106747616216, -132.82325328547842)",3510,Large,175.5,MCR,54,0,0
o89,"(64.23984829032568, -63.44266050044166)",7420,Large,371,MCR,54,0,0
o90,"(61.99735832040513, -92.36804572739923)",21000,ExtLarge,1050,MCR,78,0,0
o91,"(59.92378260826657, -94.01648338111892)",720,Small,36,ISB,0,0,7
o92,"(70.62487977207968, -124.07225517408429)",7980,Large,399,CDU,0,800,0
o93,"(68.50881850976059, -113.56029332614887)",8620,Large,431,MCR,54,0,0
o94,"(71.0263633424708, -127.7679693701022)",5260,Large,263,CDU,0,800,0
o95,"(62.876152621334256, -109.93912844523146)",5690,Large,284.5,CDU,0,800,0
o96,"(63.78303624100007, -76.34499499699996)",2910,Large,145.5,CDU,0,800,0
o97,"(73.60427636290437, -84.55935613723193)",1360,Small,68,ISB,0,0,7
o98,"(62.67141807374207, -91.42074526108482)",5910,Large,295.5,ISB,0,0,257
o99,"(62.374623726294836, -111.61635871906296)",9020,Large,451,CDU,0,800,0
o100,"(70.49096884891965, -131.42970680507597)",6690,Large,334.5,CDU,0,800,0
